,open,close,high,low,volume,money
2021-02-01,102.46,102.55,104.09,101.0,25076609.0,2572231369.06
2021-02-02,103.71,106.0,107.0,102.05,31194628.0,3291860650.58
2021-02-03,105.94,105.0,106.95,104.52,21573569.0,2279848995.17
2021-02-04,104.0,102.8,104.4,101.51,28548211.0,2932116080.15
2021-02-05,103.95,107.3,108.29,102.5,38071174.0,4059241107.64
2021-02-08,107.31,106.28,109.35,105.85,37346791.0,4011442131.31
2021-02-09,107.75,109.74,110.82,105.8,34134561.0,3712038166.67
2021-02-10,109.2,109.2,110.75,107.12,34364524.0,3755577137.7
2021-02-18,111.4,104.9,111.4,104.5,45041564.0,4802022748.36
2021-02-19,104.57,105.16,105.78,102.81,28656349.0,2988179675.3
2021-02-22,106.4,100.01,106.4,100.0,45626045.0,4647867286.1
2021-02-23,99.34,100.7,101.96,99.0,25488864.0,2561642243.15
2021-02-24,100.99,99.7,101.0,98.6,31780663.0,3169255795.2
2021-02-25,100.0,101.05,102.24,99.15,31609719.0,3175504051.94
2021-02-26,99.01,101.8,103.66,99.01,34996366.0,3573877073.42
2021-03-01,102.8,100.31,102.8,99.31,30533938.0,3058360107.41
2021-03-02,100.31,98.35,100.81,97.5,30420574.0,3009376809.79
2021-03-03,98.5,101.35,101.48,97.54,26463184.0,2649105245.27
2021-03-04,100.18,100.5,101.35,98.59,25083124.0,2509954478.36
2021-03-05,98.52,100.3,101.13,98.49,22836325.0,2277798364.55
2021-03-08,100.71,92.12,101.55,91.7,46204335.0,4407903275.64
2021-03-09,92.88,91.78,94.69,89.39,42965618.0,3970887713.57
2021-03-10,93.99,93.4,94.53,92.54,24213415.0,2265100247.99
2021-03-11,93.99,93.48,94.88,92.5,27251641.0,2554052750.27
2021-03-12,94.5,92.19,95.3,91.58,22917855.0,2127934278.83
2021-03-15,91.13,89.59,92.05,88.57,30124408.0,2702706980.6
2021-03-16,90.5,89.19,90.78,88.1,24041967.0,2142583645.37
2021-03-17,89.2,88.62,89.76,87.58,25086337.0,2221734363.26
2021-03-18,89.01,89.21,90.49,88.3,31112751.0,2776569675.53
2021-03-19,88.0,88.05,88.94,87.2,22450145.0,1979612740.22
2021-03-22,88.05,88.11,90.29,87.6,25482696.0,2255795600.31
2021-03-23,87.06,87.65,88.45,87.01,24346543.0,2130891334.31
2021-03-24,87.65,86.52,88.2,85.75,20113520.0,1747979556.2
2021-03-25,85.7,87.23,87.87,85.09,21735235.0,1886763645.12
2021-03-26,87.59,91.22,92.1,87.39,37823439.0,3422124863.6
2021-03-29,91.3,90.53,91.9,90.13,24964210.0,2272148834.51
2021-03-30,90.36,93.6,93.68,90.0,29635571.0,2732047808.61
2021-03-31,93.21,92.09,93.21,91.01,18805139.0,1730748830.96
2021-04-01,91.6,93.85,94.5,91.6,19276029.0,1807448031.58
2021-04-02,94.0,92.68,94.84,91.88,19798510.0,1840689780.15
2021-04-06,92.4,90.9,92.43,90.66,16978496.0,1546041596.14
2021-04-07,91.2,90.68,91.3,89.74,16907148.0,1524879347.25
2021-04-08,90.3,92.44,92.85,89.7,18476140.0,1697072602.54
2021-04-09,93.0,91.2,93.2,90.5,17988909.0,1640481242.72
2021-04-12,90.85,89.53,91.98,88.88,21344389.0,1919193023.64
2021-04-13,89.39,88.98,90.3,87.66,22380889.0,1988503417.0
2021-04-14,89.45,85.52,89.45,82.22,92249094.0,7812080554.88
2021-04-15,84.52,82.18,84.58,82.06,59868383.0,4973531360.16
2021-04-16,82.35,80.62,82.35,79.31,52880632.0,4248106020.08
2021-04-19,80.7,82.09,82.21,79.5,52961773.0,4297304579.05
2021-04-20,81.89,80.31,81.89,79.4,74240523.0,5955990598.85
2021-04-21,80.19,83.18,83.36,79.61,68809652.0,5641888383.13
2021-04-22,82.68,82.2,82.9,81.8,36850361.0,3026890530.23
2021-04-23,82.9,83.0,83.98,82.0,46863794.0,3890314474.85
2021-04-26,83.18,81.52,84.57,81.38,54247271.0,4504099657.73
2021-04-27,81.54,83.05,83.18,80.85,33601174.0,2772491253.98
2021-04-28,83.1,82.86,83.38,81.9,27164736.0,2237534282.42
2021-04-29,82.99,82.35,83.1,81.8,31753562.0,2613342979.05
2021-04-30,83.0,84.1,85.3,82.41,51336941.0,4313992973.38
2021-05-06,84.1,82.12,85.3,82.01,42144800.0,3516693111.19
2021-05-07,82.12,79.99,82.35,79.99,37105386.0,2992772699.45
2021-05-10,79.9,80.33,80.88,78.01,25316123.0,2018887218.13
2021-05-11,79.5,83.71,83.8,79.35,38798673.0,3187696920.36
2021-05-12,83.63,83.18,83.94,82.5,24346250.0,2023942844.71
2021-05-13,82.62,81.73,82.91,81.13,24759101.0,2022298798.61
2021-05-14,82.31,83.83,84.2,81.41,34737829.0,2898254768.36
2021-05-17,84.4,85.38,86.65,84.36,35822871.0,3070196387.79
2021-05-18,85.4,85.73,86.34,84.54,19155165.0,1634106462.23
2021-05-19,85.7,85.05,85.7,84.5,16714716.0,1419469459.92
2021-05-20,85.17,83.71,85.34,83.3,34717475.0,2914466328.66
2021-05-21,84.05,82.17,85.25,82.0,36626620.0,3052830936.14
