,open,close,high,low,volume,money
2020-03-12,76.01,74.62,76.01,74.35,5588761.0,419166374.43
2020-03-13,72.55,72.32,73.73,71.41,8468768.0,612116989.05
2020-03-16,72.87,71.98,75.32,71.77,7686611.0,564360045.05
2020-03-17,71.67,72.26,72.72,68.66,7503838.0,530440527.64
2020-03-18,72.26,73.11,75.21,71.26,7505101.0,553437785.97
2020-03-19,72.54,72.62,74.18,72.09,5511876.0,402880920.18
2020-03-20,72.84,74.17,75.12,71.84,7592940.0,561750897.43
2020-03-23,73.38,73.78,74.61,72.91,4511043.0,332886328.57
2020-03-24,74.08,75.36,75.5,74.08,5764186.0,433082394.7
2020-03-25,76.88,76.12,77.23,75.66,4556042.0,347688894.68
2020-03-26,76.0,78.81,79.1,75.43,13850676.0,1084213752.24
2020-03-27,82.14,80.81,83.15,80.05,21193661.0,1727985409.81
2020-03-30,80.22,78.9,81.21,78.81,8178507.0,651056929.48
2020-03-31,79.31,82.73,83.16,79.31,12175033.0,997293240.26
2020-04-01,82.83,81.34,83.53,81.09,6800277.0,559388693.23
2020-04-02,81.28,80.73,81.28,79.95,5231273.0,421157001.95
2020-04-03,81.09,81.8,82.39,80.27,5373028.0,439633606.41
2020-04-07,82.25,83.14,83.82,81.91,7547092.0,625647611.6
2020-04-08,82.8,81.2,82.84,81.04,5495064.0,448989023.5
2020-04-09,81.69,81.25,82.35,81.21,2807769.0,229248318.11
2020-04-10,81.36,80.4,81.92,80.15,4797159.0,388445193.92
2020-04-13,80.34,81.67,82.18,80.26,3451081.0,281363964.8
2020-04-14,82.34,82.08,82.65,80.04,6301745.0,513315678.87
2020-04-15,82.34,83.15,83.58,81.81,6226378.0,517125667.24
2020-04-16,82.71,82.22,83.56,81.82,3827190.0,315665467.5
2020-04-17,82.42,82.37,83.36,81.87,3594547.0,296783044.11
2020-04-20,82.37,82.27,83.02,81.98,2780517.0,228927973.16
2020-04-21,82.01,80.8,82.17,80.06,4292217.0,346686835.01
2020-04-22,80.72,83.41,83.45,79.95,6447880.0,528141101.05
2020-04-23,83.43,84.71,85.84,83.41,7453331.0,632135306.8
2020-04-24,84.71,84.51,85.59,83.17,4307992.0,365124500.82
2020-04-27,84.53,84.75,85.34,83.51,4226095.0,357237116.53
2020-04-28,84.9,85.63,86.53,83.62,6604052.0,564385542.41
2020-04-29,88.0,89.89,92.59,87.81,13499245.0,1218810455.01
2020-04-30,89.06,87.34,89.88,87.09,9186676.0,810780288.34
2020-05-06,87.03,88.29,88.67,86.08,8919331.0,780113365.76
2020-05-07,87.83,87.47,87.99,86.84,6539936.0,570358536.53
2020-05-08,87.86,88.47,89.41,87.58,7096194.0,629416727.62
2020-05-11,88.58,86.26,89.45,85.68,8450599.0,733735570.38
2020-05-12,86.26,86.18,86.83,85.56,5431176.0,467428939.9
2020-05-13,86.18,87.03,87.62,85.1,7010864.0,606042185.42
2020-05-14,87.03,86.05,88.27,85.66,6625246.0,574268997.76
2020-05-15,85.97,85.0,86.11,84.15,6611282.0,562276480.23
2020-05-18,84.78,84.88,85.73,82.5,6471764.0,548730633.1
2020-05-19,85.5,84.73,86.24,84.47,5239332.0,445953325.8
2020-05-20,84.91,83.64,84.93,83.26,5054552.0,423548797.69
2020-05-21,84.13,84.21,84.86,83.55,5004241.0,421606910.72
2020-05-22,83.94,82.23,84.1,81.81,5991621.0,495487849.68
2020-05-25,82.22,84.52,84.6,82.0,5224278.0,437011345.67
2020-05-26,84.76,85.15,85.49,84.02,4495076.0,382343135.41
2020-05-27,85.18,85.18,85.74,84.34,3225506.0,274786648.26
2020-05-28,85.57,83.95,85.57,82.98,4657279.0,391174931.11
2020-05-29,83.46,85.27,85.27,83.33,5816400.0,490540668.6
2020-06-01,85.43,86.41,87.84,85.43,6654627.0,575673334.72
2020-06-02,86.49,85.7,86.81,85.01,5730328.0,491802840.16
2020-06-03,85.92,87.95,88.12,85.92,9679224.0,845899551.97
2020-06-04,87.94,87.99,87.99,86.74,6623885.0,577894319.02
2020-06-05,87.6,86.49,87.6,85.98,8067709.0,697194552.02
2020-06-08,86.41,86.91,87.34,86.1,5179430.0,449020698.3
2020-06-09,86.7,86.93,87.16,86.3,5493816.0,477145903.73
2020-06-10,86.93,87.58,87.6,86.17,5265665.0,457258151.93
2020-06-11,87.05,86.4,87.62,86.11,4938608.0,428484300.1
2020-06-12,85.05,86.49,86.49,84.8,4035872.0,346473700.43
2020-06-15,86.29,86.4,87.35,86.06,4723179.0,410114794.49
2020-06-16,86.66,89.07,89.12,86.66,7860407.0,692367049.47
2020-06-17,89.0,90.15,90.72,88.61,7058110.0,633802467.36
2020-06-18,90.15,89.78,90.95,88.88,5528696.0,495829837.29
2020-06-19,89.78,92.23,93.51,89.78,9175729.0,847485505.22
2020-06-22,92.06,91.53,92.95,91.01,5894450.0,541355677.74
2020-06-23,91.53,93.5,93.76,91.5,6029281.0,561564763.56
2020-06-24,93.4,94.1,94.31,92.61,5539497.0,519006350.2
2020-06-29,93.92,94.5,96.5,93.5,6327150.0,599596965.43
2020-06-30,95.18,93.81,97.09,92.86,7511056.0,712952677.9
2020-07-01,93.66,93.04,94.78,92.7,7067597.0,659435443.62
2020-07-02,93.2,94.1,95.8,93.19,7856495.0,742622561.11
2020-07-03,93.99,103.51,103.51,93.15,14976918.0,1487175641.63
2020-07-06,105.0,105.91,105.97,101.8,16593193.0,1720747973.21
2020-07-07,104.9,108.73,112.95,103.1,14981503.0,1628941967.22
2020-07-08,108.27,107.9,109.25,106.57,8186396.0,878664038.22
2020-07-09,107.91,109.55,111.18,106.77,8455406.0,919797346.73
2020-07-10,109.17,107.31,111.05,106.75,7774792.0,844900455.58
2020-07-13,107.0,109.23,110.49,105.5,11781818.0,1271310473.12
2020-07-14,109.25,112.47,114.61,109.25,13605820.0,1533162153.25
2020-07-15,111.07,111.06,114.88,108.5,10206357.0,1144842664.14
2020-07-16,110.02,104.17,112.0,103.4,10171119.0,1090306734.26
2020-07-17,104.1,106.0,107.59,103.5,6829066.0,721354303.27
2020-07-20,106.19,107.36,108.63,104.01,6070725.0,645122609.72
2020-07-21,107.36,109.88,111.0,106.21,7751089.0,846168751.59
2020-07-22,109.88,109.2,112.2,108.0,6349888.0,700816933.24
2020-07-23,107.91,110.0,110.95,106.02,6737475.0,733204352.73
2020-07-24,110.01,105.75,110.88,105.08,7564413.0,813255968.2
2020-07-27,105.86,106.35,107.78,105.0,5344978.0,566931279.72
2020-07-28,106.84,108.65,108.88,105.16,5788911.0,620990423.88
2020-07-29,108.08,109.69,110.3,107.99,6200009.0,677588610.8
2020-07-30,110.1,109.3,112.18,108.51,6276787.0,690867044.94
2020-07-31,109.28,109.58,110.61,106.72,6078677.0,662971193.36
2020-08-03,111.18,116.15,117.5,110.05,11326477.0,1300768167.78
2020-08-04,116.0,114.44,116.44,113.58,6672360.0,765661808.82
2020-08-05,113.7,113.4,114.97,112.7,6665128.0,757457909.07
2020-08-06,113.8,111.49,114.25,110.01,8514200.0,946903842.38
2020-08-07,110.6,108.85,110.91,105.5,8780187.0,948529915.68
2020-08-10,107.89,106.98,108.6,105.0,6163479.0,657060147.44
2020-08-11,106.9,106.4,108.88,106.15,6004950.0,644331598.57
2020-08-12,106.15,103.27,106.3,101.4,8354103.0,862986157.93
2020-08-13,103.7,103.18,105.4,102.3,5207254.0,539931093.21
2020-08-14,103.2,103.86,103.9,101.68,5411253.0,556570812.28
2020-08-17,104.44,104.54,105.36,103.18,6568625.0,685832050.35
2020-08-18,104.54,104.63,105.17,103.88,4650391.0,485901957.42
2020-08-19,104.55,102.97,104.55,102.6,4564511.0,471326623.54
2020-08-20,101.71,101.3,102.78,101.03,4267430.0,432951268.53
2020-08-21,102.1,103.41,103.89,101.79,4114050.0,424002519.61
2020-08-24,103.84,104.28,105.5,102.8,4653260.0,486327190.15
2020-08-25,104.97,103.23,105.8,102.89,4397314.0,458310644.66
2020-08-26,103.03,104.76,106.8,102.98,6553371.0,689535472.6
2020-08-27,106.1,106.88,108.77,105.73,6483810.0,693074586.66
2020-08-28,106.91,114.6,116.5,106.91,13966825.0,1574437414.71
2020-08-31,117.0,115.71,119.9,113.12,17166092.0,2000092911.23
2020-09-01,116.17,119.56,122.57,116.0,13554416.0,1616384725.08
2020-09-02,119.2,125.4,125.4,118.03,17527507.0,2138940918.51
2020-09-03,124.4,120.0,128.0,117.17,18401928.0,2263883285.68
2020-09-04,115.7,113.0,116.52,111.98,12774202.0,1449593760.64
2020-09-07,112.89,108.0,113.51,107.23,10569158.0,1164466605.25
2020-09-08,109.07,109.35,109.89,106.78,8524016.0,924657356.13
2020-09-09,107.11,105.96,107.76,104.0,7792166.0,823023681.78
2020-09-10,107.0,107.33,109.2,107.0,6356640.0,686722073.76
2020-09-11,107.0,114.0,114.7,106.68,10460699.0,1173804389.18
2020-09-14,114.99,111.0,115.0,110.0,8335183.0,929752192.15
2020-09-15,111.01,110.35,111.5,108.11,6006966.0,661594969.86
2020-09-16,110.9,109.22,112.24,108.3,5125528.0,561838359.73
2020-09-17,109.22,105.99,109.4,105.36,8361213.0,891399077.54
2020-09-18,105.51,108.65,108.65,104.63,7554347.0,805762023.14
2020-09-21,107.9,106.75,108.4,106.0,4053305.0,433136363.26
2020-09-22,105.85,105.68,107.99,105.01,4909597.0,523140155.86
2020-09-23,105.69,106.25,106.81,105.13,4310798.0,457476151.54
2020-09-24,105.25,102.8,105.89,102.8,6938695.0,719386292.54
2020-09-25,102.91,102.8,103.81,102.4,4086322.0,420754613.65
2020-09-28,103.51,100.8,104.0,100.69,6538227.0,664219823.12
2020-09-29,101.6,101.96,102.2,100.47,3785657.0,384443406.42
2020-09-30,101.97,101.96,104.25,100.97,6332741.0,649111485.69
2020-10-09,103.3,104.17,105.35,102.69,6369619.0,661657314.64
2020-10-12,104.5,107.61,108.0,104.45,6160349.0,655646294.29
2020-10-13,107.61,107.7,108.34,106.49,4760618.0,511709002.64
2020-10-14,107.72,106.8,108.3,106.18,4432730.0,475380295.55
2020-10-15,106.9,105.18,107.77,104.86,4832240.0,509977159.77
2020-10-16,105.5,105.8,106.53,104.8,4212239.0,444714623.29
2020-10-19,105.9,103.4,106.1,102.6,5640019.0,586814970.38
2020-10-20,102.96,104.12,104.21,102.2,4415395.0,455532099.37
2020-10-21,103.9,102.99,104.32,102.71,3744634.0,386821859.7
2020-10-22,102.8,102.2,102.87,101.19,4302965.0,438473003.56
2020-10-23,101.65,101.82,103.43,101.2,4375844.0,447107536.5
2020-10-26,101.2,99.5,101.2,97.4,5193238.0,515133221.45
2020-10-27,99.0,100.9,101.45,98.58,3781217.0,379651142.53
2020-10-28,100.98,102.5,103.23,100.06,5048839.0,515509316.12
2020-10-29,101.01,104.52,104.77,100.58,5914751.0,612858631.98
2020-10-30,108.0,102.96,108.86,102.03,10654864.0,1119595875.25
2020-11-02,102.96,100.58,103.5,99.99,7168576.0,726092232.96
2020-11-03,100.4,101.07,101.3,99.68,5687087.0,572337943.68
2020-11-04,101.08,100.0,101.1,99.14,5573626.0,556764444.18
2020-11-05,100.65,102.21,102.59,100.3,7479349.0,761461115.94
2020-11-06,102.6,100.69,102.67,100.0,5909716.0,595278051.62
2020-11-09,101.97,102.91,103.1,100.98,7604188.0,777071832.68
2020-11-10,103.03,101.19,103.79,100.23,7817214.0,794789144.98
2020-11-11,100.97,99.98,101.17,99.88,5635568.0,564451122.51
2020-11-12,100.0,98.78,100.65,98.45,6295984.0,624183781.12
2020-11-13,98.9,97.41,98.92,96.45,6089182.0,591883865.6
2020-11-16,97.8,97.05,98.18,96.56,5160259.0,501284864.04
2020-11-17,97.08,96.36,97.11,95.8,5046073.0,485491957.55
2020-11-18,96.01,96.6,97.1,96.01,4577740.0,441387304.66
2020-11-19,96.2,96.3,96.45,95.0,5157938.0,494620825.93
2020-11-20,96.33,97.85,98.37,96.33,6010312.0,586771985.47
2020-11-23,97.85,98.1,98.79,96.6,5321412.0,520072747.82
2020-11-24,97.93,97.58,98.5,97.3,3799064.0,371955688.03
2020-11-25,97.58,96.2,97.88,96.08,3509370.0,339580317.84
2020-11-26,96.0,95.9,96.54,95.55,3416708.0,327614164.55
2020-11-27,95.89,96.35,96.62,95.6,2722150.0,261434690.88
2020-11-30,96.3,95.27,96.3,94.26,7299222.0,693178233.55
2020-12-01,95.18,97.49,97.7,95.0,6344530.0,615651851.24
2020-12-02,97.49,98.49,99.5,97.0,5502203.0,541931173.94
2020-12-03,98.51,98.56,99.2,98.0,4996549.0,492933900.82
2020-12-04,98.2,101.15,101.39,98.2,8180531.0,822315174.74
2020-12-07,101.18,100.16,101.74,99.81,4311840.0,433411866.9
2020-12-08,100.38,99.84,100.68,98.06,4612086.0,458679077.52
2020-12-09,99.51,100.33,101.7,99.1,5763453.0,579803073.76
2020-12-10,100.0,103.53,105.65,99.33,10567834.0,1090849305.19
2020-12-11,107.1,109.8,110.59,107.1,23534693.0,2573757182.58
2020-12-14,110.5,113.39,114.31,108.88,16697741.0,1875597974.69
2020-12-15,113.0,113.0,114.69,110.11,14582597.0,1634350085.05
2020-12-16,112.02,111.25,112.7,109.2,14029076.0,1556085113.6
2020-12-17,111.31,112.18,114.38,111.0,9957998.0,1119332104.8
2020-12-18,112.0,113.9,115.77,111.45,12324022.0,1403917947.04
2020-12-21,112.8,110.1,112.8,109.0,13033653.0,1437860063.88
2020-12-22,110.16,109.56,112.5,109.29,11793400.0,1309625779.01
2020-12-23,110.0,108.85,110.47,107.36,7662441.0,832771808.68
2020-12-24,108.51,109.53,111.88,108.01,9233853.0,1020688729.02
2020-12-25,109.98,114.53,115.59,109.2,12792951.0,1448091533.6
2020-12-28,114.9,111.98,114.9,111.1,10081979.0,1131364048.56
2020-12-29,112.5,110.5,112.79,109.28,6187530.0,685924209.17
2020-12-30,109.95,112.0,112.53,109.3,7813441.0,871455547.52
2020-12-31,112.33,113.6,113.94,111.3,9690075.0,1092481595.96
